用户,使用用户登录公积金系统主机执行命令如果输出以下内容启动成功,230,华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,未影响用户使用但需处置的事件如不影响金融交易或账务的咨询或服务请求系统监控告警等,3346
系统,使用用户登录公积金系统主机执行命令如果输出以下内容启动成功,230,华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,未影响用户使用但需处置的事件如不影响金融交易或账务的咨询或服务请求系统监控告警等,3346
使用,使用用户登录公积金系统主机执行命令如果输出以下内容启动成功,230,华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,未影响用户使用但需处置的事件如不影响金融交易或账务的咨询或服务请求系统监控告警等,3346
系统,使用用户登录公积金系统主机执行命令如果输出以下内容启动成功,230,华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,事件报告人为事件发起人报告事件时应包含但不限于以下内容事件发生时间及持续时间事件对业务的影响范围及程度受事件影响的系统及现象事件报告人所在部门或单位及联系方式等,3356
以下,使用用户登录公积金系统主机执行命令如果输出以下内容启动成功,230,华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,事件报告人为事件发起人报告事件时应包含但不限于以下内容事件发生时间及持续时间事件对业务的影响范围及程度受事件影响的系统及现象事件报告人所在部门或单位及联系方式等,3356
内容,使用用户登录公积金系统主机执行命令如果输出以下内容启动成功,230,华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,事件报告人为事件发起人报告事件时应包含但不限于以下内容事件发生时间及持续时间事件对业务的影响范围及程度受事件影响的系统及现象事件报告人所在部门或单位及联系方式等,3356
操作,系统升级操作流程,172,华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,违规操作类事件是指操作人员有意或无意未按既定流程制度规范等要求进行操作造成信息系统可用性完整性安全性受到破坏的事件,3314
系统,系统升级操作流程,172,华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,违规操作类事件是指操作人员有意或无意未按既定流程制度规范等要求进行操作造成信息系统可用性完整性安全性受到破坏的事件,3314
流程,系统升级操作流程,172,华银制〔2014〕314号__华夏银行信息系统事件管理实施细则.doc,违规操作类事件是指操作人员有意或无意未按既定流程制度规范等要求进行操作造成信息系统可用性完整性安全性受到破坏的事件,3314
升级,升级实施人员安排,166,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,重大变更实施前周和周应用系统阶段版本等变更由科技开发部门分管负责人或以上人员牵头负责项目管理的室组织完成风险评估不涉及应用系统版本变化的操作系统数据库中间件硬件升级网络变更生产机房灾备机房基础设施和环境改造场地迁移等由信息技术部门分管负责人或以上人员牵头负责科技安全的室组织完成风险评估评估内容包括系统功能缺陷客户信息泄露业务中断交易缓慢或其他因素造成的操作风险法律风险和声誉风险等,2770
实施,升级实施人员安排,166,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,重大变更实施前周和周应用系统阶段版本等变更由科技开发部门分管负责人或以上人员牵头负责项目管理的室组织完成风险评估不涉及应用系统版本变化的操作系统数据库中间件硬件升级网络变更生产机房灾备机房基础设施和环境改造场地迁移等由信息技术部门分管负责人或以上人员牵头负责科技安全的室组织完成风险评估评估内容包括系统功能缺陷客户信息泄露业务中断交易缓慢或其他因素造成的操作风险法律风险和声誉风险等,2770
人员,升级实施人员安排,166,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,重大变更实施前周和周应用系统阶段版本等变更由科技开发部门分管负责人或以上人员牵头负责项目管理的室组织完成风险评估不涉及应用系统版本变化的操作系统数据库中间件硬件升级网络变更生产机房灾备机房基础设施和环境改造场地迁移等由信息技术部门分管负责人或以上人员牵头负责科技安全的室组织完成风险评估评估内容包括系统功能缺陷客户信息泄露业务中断交易缓慢或其他因素造成的操作风险法律风险和声誉风险等,2770
应用,检查公积金系统网络环境保证操作终端登录公积金系统应用主备机后台正常,159,华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,本细则所称生产数据非计划性修改是指由于系统缺陷操作错误数据移植错误等原因造成的生产数据错误但应用系统未提供相应修复功能且需要通过操作系统命令或数据库命令等特殊手段对生产数据直接进行后台修改的操作,1457
操作,检查公积金系统网络环境保证操作终端登录公积金系统应用主备机后台正常,159,华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,本细则所称生产数据非计划性修改是指由于系统缺陷操作错误数据移植错误等原因造成的生产数据错误但应用系统未提供相应修复功能且需要通过操作系统命令或数据库命令等特殊手段对生产数据直接进行后台修改的操作,1457
系统,检查公积金系统网络环境保证操作终端登录公积金系统应用主备机后台正常,159,华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,本细则所称生产数据非计划性修改是指由于系统缺陷操作错误数据移植错误等原因造成的生产数据错误但应用系统未提供相应修复功能且需要通过操作系统命令或数据库命令等特殊手段对生产数据直接进行后台修改的操作,1457
用户,使用用户登录应用主备机执行,224,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,标准变更实行准入准出机制针对日常操作中经常出现变更方案成熟技术风险和业务风险均可控的常规变更如网络端口配置增加操作系统级用户等但应用系统版本变更除外可纳入标准变更管理受理此类变更的室可向生产调度会提交经室负责人审核的华夏银行信息系统标准变更申请表模板参见附件对标准变更申请进行评估评估通过的申请列入标准变更列表后续同类变更可按照标准变更流程执行,2823
应用,使用用户登录应用主备机执行,224,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,标准变更实行准入准出机制针对日常操作中经常出现变更方案成熟技术风险和业务风险均可控的常规变更如网络端口配置增加操作系统级用户等但应用系统版本变更除外可纳入标准变更管理受理此类变更的室可向生产调度会提交经室负责人审核的华夏银行信息系统标准变更申请表模板参见附件对标准变更申请进行评估评估通过的申请列入标准变更列表后续同类变更可按照标准变更流程执行,2823
执行,使用用户登录应用主备机执行,224,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,标准变更实行准入准出机制针对日常操作中经常出现变更方案成熟技术风险和业务风险均可控的常规变更如网络端口配置增加操作系统级用户等但应用系统版本变更除外可纳入标准变更管理受理此类变更的室可向生产调度会提交经室负责人审核的华夏银行信息系统标准变更申请表模板参见附件对标准变更申请进行评估评估通过的申请列入标准变更列表后续同类变更可按照标准变更流程执行,2823
操作,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,若在变更实施过程中遇到执行结果与预期结果不一致执行时间滞后于预估时间变更实施引发非预期的生产事件执行过程中断变更操作与变更方案不一致等情况时变更实施人应立即向值班人员变更经理和信息技术部门负责人报告分行信息技术部门负责人组织采取应急措施,2908
技术,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,若在变更实施过程中遇到执行结果与预期结果不一致执行时间滞后于预估时间变更实施引发非预期的生产事件执行过程中断变更操作与变更方案不一致等情况时变更实施人应立即向值班人员变更经理和信息技术部门负责人报告分行信息技术部门负责人组织采取应急措施,2908
信息,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,若在变更实施过程中遇到执行结果与预期结果不一致执行时间滞后于预估时间变更实施引发非预期的生产事件执行过程中断变更操作与变更方案不一致等情况时变更实施人应立即向值班人员变更经理和信息技术部门负责人报告分行信息技术部门负责人组织采取应急措施,2908
系统,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,因特殊情况如生产系统故障告警等确需进行紧急变更的可采用电话授权或临时召开评审会的方式进行紧急审批如紧急变更涉及应用程序补丁发布在紧急上版前必须依据我行应用系统版本发布的有关要求完成审批其他紧急变更必须在紧急变更实施后一个工作日内补办审批手续紧急变更需由分行信息技术部门负责人审批同意后方可实施,2907
技术,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,因特殊情况如生产系统故障告警等确需进行紧急变更的可采用电话授权或临时召开评审会的方式进行紧急审批如紧急变更涉及应用程序补丁发布在紧急上版前必须依据我行应用系统版本发布的有关要求完成审批其他紧急变更必须在紧急变更实施后一个工作日内补办审批手续紧急变更需由分行信息技术部门负责人审批同意后方可实施,2907
信息,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,因特殊情况如生产系统故障告警等确需进行紧急变更的可采用电话授权或临时召开评审会的方式进行紧急审批如紧急变更涉及应用程序补丁发布在紧急上版前必须依据我行应用系统版本发布的有关要求完成审批其他紧急变更必须在紧急变更实施后一个工作日内补办审批手续紧急变更需由分行信息技术部门负责人审批同意后方可实施,2907
操作,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,审计部门应对重要信息系统变更管理和操作等定期开展审计工作针对发现的问题提出整改意见,2915
系统,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,审计部门应对重要信息系统变更管理和操作等定期开展审计工作针对发现的问题提出整改意见,2915
信息,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,审计部门应对重要信息系统变更管理和操作等定期开展审计工作针对发现的问题提出整改意见,2915
系统,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,应用系统版本变更方案须经分行信息技术部门负责人审批通过后变更实施人方可按照变更方案进行实施,2897
技术,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,应用系统版本变更方案须经分行信息技术部门负责人审批通过后变更实施人方可按照变更方案进行实施,2897
信息,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,应用系统版本变更方案须经分行信息技术部门负责人审批通过后变更实施人方可按照变更方案进行实施,2897
系统,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,非应用系统版本变更分为分行业务部门提出的变更和分行信息技术部门提出的变更,2899
技术,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,非应用系统版本变更分为分行业务部门提出的变更和分行信息技术部门提出的变更,2899
信息,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,非应用系统版本变更分为分行业务部门提出的变更和分行信息技术部门提出的变更,2899
应用,检查公积金系统网络环境保证操作终端登录公积金系统应用主备机后台正常,159,华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,由科技开发部门负责系统应用维护的室牵头信息技术部负责系统管理的室配合按照信息系统的分类依据本细则在各系统运维手册中制定相应的备份与恢复验证测试详细方案及操作步骤包括日常备份特殊日期备份以及备份的具体日期时间备份方式备份介质保存期限数据恢复验证测试频率等,1514
操作,检查公积金系统网络环境保证操作终端登录公积金系统应用主备机后台正常,159,华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,由科技开发部门负责系统应用维护的室牵头信息技术部负责系统管理的室配合按照信息系统的分类依据本细则在各系统运维手册中制定相应的备份与恢复验证测试详细方案及操作步骤包括日常备份特殊日期备份以及备份的具体日期时间备份方式备份介质保存期限数据恢复验证测试频率等,1514
系统,检查公积金系统网络环境保证操作终端登录公积金系统应用主备机后台正常,159,华银制〔2014〕245号__华夏银行信息系统生产数据管理实施细则.doc,由科技开发部门负责系统应用维护的室牵头信息技术部负责系统管理的室配合按照信息系统的分类依据本细则在各系统运维手册中制定相应的备份与恢复验证测试详细方案及操作步骤包括日常备份特殊日期备份以及备份的具体日期时间备份方式备份介质保存期限数据恢复验证测试频率等,1514
系统,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,常规变更和标准变更的变更日期要依据年度生产调度表执行年度生产调度表由信息科技部门负责生产运行的室编制原则上每周四周六作为常规变更日周四或周六如为特殊日期如结息日年终决算前二周国家重大活动开幕闭幕期间等由生产调度会确定其他日期作为变更日每月最后两个工作日原则上不作为变更日周四变更日原则上不进行与客户相关系统的变更周六变更日主要实施与客户相关系统的变更当日不对外服务系统的变更以及超过周四变更日变更总量的变更,2865
信息,此模版适用于信息系统升级含切换或上线期间的技术操作软件系统,68,华银制〔2014〕300号__华夏银行信息系统变更管理实施细则.doc,常规变更和标准变更的变更日期要依据年度生产调度表执行年度生产调度表由信息科技部门负责生产运行的室编制原则上每周四周六作为常规变更日周四或周六如为特殊日期如结息日年终决算前二周国家重大活动开幕闭幕期间等由生产调度会确定其他日期作为变更日每月最后两个工作日原则上不作为变更日周四变更日原则上不进行与客户相关系统的变更周六变更日主要实施与客户相关系统的变更当日不对外服务系统的变更以及超过周四变更日变更总量的变更,2865
